	GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	Unnamed: 46
348	URN:CornellLabOfOrnithology:EBIRD:OBS703455611	2019-01-27 11:31:17.0	8589	species	Mottled Wood-Owl	Strix ocellata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kerala, IN (9.463, 77.054)	L8504533	P	9.4628306	77.0539624	2019-01-24	19:18:00	obsr1181061	S52094095	Stationary	P21	EBIRD	15.0			2	1	G3802314	0	0	0			"Nilgiri langur-like ""ubb ubb ubb"" call heard"	
349	URN:CornellLabOfOrnithology:EBIRD:OBS704368990	2019-02-02 04:55:08.0	8589	species	Mottled Wood-Owl	Strix ocellata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5329,77.2609)	L8521354	P	9.532878	77.26094499999999	2019-01-26	06:01:00	obsr1181061	S52173262	Stationary	P21	EBIRD_IND	15.0			2	1	G3810637	0	0	0		Before Sunrise 	Call 	
353	URN:CornellLabOfOrnithology:EBIRD:OBS704369035	2019-02-02 04:55:08.0	8589	species	Mottled Wood-Owl	Strix ocellata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5329,77.2607)	L8521355	P	9.532855999999999	77.260693	2019-01-26	05:46:00	obsr468305	S52173277	Stationary	P21	EBIRD_IND	15.0			2	1	G3810638	0	0	0			Call 	
356	URN:CornellLabOfOrnithology:EBIRD:OBS703972909	2019-01-28 12:36:19.0	22221	spuh	nuthatch sp.	Sitta sp.			3	NY	C4	Unknown Sex, Adult (2); Unknown Sex, Juvenile (1)	India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Karimala - (9.426, 77.037)	L8504594	P	9.4255493	77.0369495	2019-01-25	16:50:00	obsr1181061	S52136033	Stationary	P21	EBIRD	15.0			2	1	G3807565	0	0	0			Nest	
373	URN:CornellLabOfOrnithology:EBIRD:OBS698529863	2019-01-14 20:45:03.0	3245	species	Gray-bellied Cuckoo	Cacomantis passerinus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kerala, IN (9.524, 77.107)	L8410185	P	9.524283800000001	77.1068138	2019-01-11	16:45:00	obsr472810	S51689036	Traveling	P22	EBIRD	120.0	1.609		20	1	G3762801	1	0	0			Will upload photo. Saw the cuckoo under a lantana bush feeding on moth larvae.	
375	URN:CornellLabOfOrnithology:EBIRD:OBS692571755	2019-01-08 06:20:16.0	1191	species	Rain Quail	Coturnix coromandelica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Rajmalai National Park, Idukki IN-Kerala (10.2515,77.1915)	L8348586	P	10.251463000000001	77.191456	2019-01-02	17:50:00	obsr575633	S51205692	Stationary	P21	EBIRD	15.0			4	1	G3723597	0	0	0			Sub adult.Observed by all the four	
381	URN:CornellLabOfOrnithology:EBIRD:OBS696233369	2019-01-09 11:42:13.0	1135	species	Red Spurfowl	Galloperdix spadicea			4				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Marayoor kovilkadavu road	L8365747	P	10.2488552	77.1528954	2019-01-02	14:00:00	obsr785224	S51494903	Stationary	P21	EBIRD	20.0			4	1	G3734977	0	0	0		Observers : Mukundan Kizhakkemadham, Mohan CP, Manoj Kanakambaran and Polly Kalamassery.	They were foraging under the thick canopy of wild growth.	
391	URN:CornellLabOfOrnithology:EBIRD:OBS708681282	2019-02-10 09:17:05.0	7448	species	Short-toed Snake-Eagle	Circaetus gallicus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					43,31,1 PTR-Manakavala CS	L8518058	P	9.566666699999999	77.1833333	2019-01-27	09:45:00	obsr458832	S52158559	Traveling	P22	EBIRD	15.0	0.3		4	1	G3809619	1	0	0		No water body, no fruiting fig, no weeds--[BFO- Praveen, Protection Watchers - Binoy, Ramesh]		
398	URN:CornellLabOfOrnithology:EBIRD:OBS701765750	2019-01-31 23:43:27.0	5922	spuh	snipe sp.	Gallinago sp.			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					61,32,1	L8478724	P	10.133064	77.103611	2019-01-19	14:51:00	obsr458832	S51956835	Traveling	P22	EBIRD_IND	15.0	0.21		3	1	G3789235	0	0	0		Flowing WB 	Flight	
404	URN:CornellLabOfOrnithology:EBIRD:OBS703868057	2019-02-05 02:07:45.0	28668	species	Thick-billed Flowerpecker	Dicaeum agile			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Sabarimala Traditional Path, Mlappara, Kerala, IN (9.44, 77.016)	L8503036	P	9.4403692	77.01631970000001	2019-01-25	08:15:00	obsr1181061	S52126885	Traveling	P22	EBIRD_IND	15.0	0.24100000000000002		2	1	G3806457	0	0	0		Puthussery subcell 1 day 1	Saw and heard calls	
407	URN:CornellLabOfOrnithology:EBIRD:OBS705334684	2019-02-01 11:01:53.0	29570	species	Tree Pipit	Anthus trivialis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chenduvarai Road, Kundala -Subcell no -61.35.8	L8461553	P	10.150357199999998	77.1982059	2019-01-19	14:11:00	obsr444880	S51858607	Traveling	P22	EBIRD_IND	15.0	0.34		3	1	G3782031	1	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no		
419	URN:CornellLabOfOrnithology:EBIRD:OBS703857821	2019-02-05 01:12:21.0	19464	species	White-bellied Drongo	Dicrurus caerulescens			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Damsite Camp	L8505783	P	9.532734800000002	77.14814190000001	2019-01-25	16:09:00	obsr1181061	S52126162	Traveling	P22	EBIRD	15.0	0.5		3	1	G3806299	0	0	0		Sunny and warm - scrub vegetation and trees	Smaller than Ashy, forked tail,  seated on mullu murukke	
432	URN:CornellLabOfOrnithology:EBIRD:OBS702947625	2019-02-05 01:35:51.0	6827	species	White Stork	Ciconia ciconia			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5223,77.2499)	L8497194	P	9.522277	77.249874	2019-01-24	11:28:00	obsr786264	S52053351	Traveling	P22	EBIRD_IND	15.0	2.066		4	1	G3797573	0	0	0			check Pic 	
451	URN:CornellLabOfOrnithology:EBIRD:OBS701755282	2019-01-23 05:10:33.0	27207	species	Black-and-orange Flycatcher	Ficedula nigrorufa			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta Camp Shed(8.827, 77.217)	L8475112	P	8.8274955	77.21718249999999	2019-01-19	07:30:00	obsr536687	S51955957	Traveling	P22	EBIRD	15.0	0.31		6	1	G3789141	0	0	0			Commonly seen species at the location	
452	URN:CornellLabOfOrnithology:EBIRD:OBS701755682	2019-01-23 05:17:09.0	27207	species	Black-and-orange Flycatcher	Ficedula nigrorufa			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta Camp Shed(8.827, 77.217)	L8475112	P	8.8274955	77.21718249999999	2019-01-18	16:12:00	obsr536687	S51955992	Traveling	P22	EBIRD	15.0	0.29		2	1	G3789144	0	0	0		Bird Atlas Survey-Habitat - Higher elevation Montane reed thickets-Weather - sunny-Observers - Hari Mavelikara, Jishnu R	Common at the place	
453	URN:CornellLabOfOrnithology:EBIRD:OBS701707137	2019-01-22 22:24:41.0	27207	species	Black-and-orange Flycatcher	Ficedula nigrorufa			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta, Shendurny Wildlife Sanctuary(8.828, 77.215)	L8475059	P	8.828134599999998	77.215098	2019-01-20	08:08:00	obsr1229803	S51952311	Traveling	P22	EBIRD	15.0	0.36		6	1	G3788658	0	0	0		Bird Atlas Survey-Habitat - Higher elevation Montane reed thickets-Weather - cloudy and windy-Observers - Hari Mavelikara, Biju PB, Jishnu R, Jiji Sam, Shiju	Male and female	
454	URN:CornellLabOfOrnithology:EBIRD:OBS701371127	2019-01-22 22:22:55.0	27207	species	Black-and-orange Flycatcher	Ficedula nigrorufa			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.828, 77.215)	L8473312	P	8.8282024	77.2151488	2019-01-17	15:01:00	obsr536687	S51923819	Traveling	P22	EBIRD	15.0	0.5		5	1	G3788711	0	0	0			Have photographs 	
456	URN:CornellLabOfOrnithology:EBIRD:OBS701755838	2019-01-23 05:18:50.0	27207	species	Black-and-orange Flycatcher	Ficedula nigrorufa			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Unknown Location - (8.828, 77.217)	L8478576	P	8.827658900000001	77.21695240000001	2019-01-18	15:46:00	obsr447651	S51955999	Traveling	P22	EBIRD	15.0	0.13		2	1	G3789145	0	0	0		Bird Atlas Survey-Habitat - Higher elevation Montane reed thickets-Weather - Sunny-Observers - Hari Mavelikara, Jishnu R	Common sps at the location	
466	URN:CornellLabOfOrnithology:EBIRD:OBS700624549	2019-01-21 07:07:57.0	34204	species	Black-throated Munia	Lonchura kelaarti			19				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.902, 77.178)	L8462987	P	8.9017934	77.17819859999999	2019-01-18	08:08:00	obsr1218319	S51863281	Traveling	P22	EBIRD	11.0	0.209		4	1	G3782848	0	0	0			Observed as a group on feeding...in bamboo forest	
470	URN:CornellLabOfOrnithology:EBIRD:OBS701353602	2019-01-22 01:22:00.0	8593	species	Brown Wood-Owl	Strix leptogrammica			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.914, 77.182)	L8463839	P	8.9140245	77.1817055	2019-01-19	19:01:00	obsr1229803	S51922373	Stationary	P21	EBIRD	15.0			4	1	G3782819	0	0	0		Nocturnal count..day 3 sample 1	Call observed	
473	URN:CornellLabOfOrnithology:EBIRD:OBS701707243	2019-01-22 22:24:56.0	8593	species	Brown Wood-Owl	Strix leptogrammica			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.873, 77.119)	L8473208	P	8.872830800000001	77.1187693	2019-01-19	19:00:00	obsr1229803	S51952327	Stationary	P21	EBIRD_IND	15.0			4	1	G3786498	0	0	0		Night watch 	Call identified	
478	URN:CornellLabOfOrnithology:EBIRD:OBS700623134	2019-01-21 07:08:03.0	10938	species	Common Flameback	Dinopium javanense			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.913, 77.18)	L8462960	P	8.9130462	77.1799121	2019-01-18	07:22:00	obsr1218319	S51863177	Traveling	P22	EBIRD	15.0	0.483		4	1	G3782851	0	0	0			Observed due to the presence of favourable habitat	
480	URN:CornellLabOfOrnithology:EBIRD:OBS700633675	2019-01-21 07:07:34.0	10938	species	Common Flameback	Dinopium javanense			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.907, 77.206)	L8463176	P	8.9070778	77.20622890000001	2019-01-18	17:19:00	obsr1218319	S51863963	Traveling	P22	EBIRD	15.0	0.33799999999999997		4	1	G3782836	0	0	0			Present due to the presence of its likely habitat	
482	URN:CornellLabOfOrnithology:EBIRD:OBS701354530	2019-01-22 01:25:28.0	10938	species	Common Flameback	Dinopium javanense			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Manjathy-Rosemala Road, Rosemala, Kerala, IN (8.937, 77.172)	L8462689	P	8.9372242	77.1720682	2019-01-17	10:22:00	obsr1229803	S51922457	Traveling	P22	EBIRD	15.0	0.386		4	1	G3782873	0	0	0			Species is present in the nearby habitats	
485	URN:CornellLabOfOrnithology:EBIRD:OBS700970067	2019-01-21 07:08:31.0	10938	species	Common Flameback	Dinopium javanense			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.902, 77.175)	L8462792	P	8.901627000000001	77.1747309	2019-01-17	16:28:00	obsr444518	S51890768	Traveling	P22	EBIRD	15.0	0.27399999999999997		4	1	G3782864	0	0	0			Present due to dry habitat	
486	URN:CornellLabOfOrnithology:EBIRD:OBS700608777	2019-01-21 07:08:43.0	10938	species	Common Flameback	Dinopium javanense			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.914, 77.182)	L8462727	P	8.9139901	77.1818127	2019-01-17	12:26:00	obsr1218319	S51861971	Traveling	P22	EBIRD	15.0	0.209		4	1	G3782870	0	0	0		Eupatorium sp.  is widely observed as an invasive plant sp	It can be due to the dry conditions which is favourable for the sp.	
488	URN:CornellLabOfOrnithology:EBIRD:OBS701353654	2019-01-22 01:22:13.0	10938	species	Common Flameback	Dinopium javanense			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.906, 77.207)	L8463774	P	8.9059243	77.2066301	2019-01-19	09:25:00	obsr1229803	S51922379	Traveling	P22	EBIRD	15.0	0.33799999999999997		4	1	G3782826	0	0	0		Dharbhakulam cell 2.. sample 1-Cell no..21,23,8-Semi evergreen type-	Call observed	
497	URN:CornellLabOfOrnithology:EBIRD:OBS704978731	2019-01-31 09:24:38.0	29893	species	Common Rosefinch	Carpodacus erythrinus			60				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Konni Achankovil Road, Kerala, IN (9.092, 77.121)	L8524384	P	9.0921759	77.12144029999999	2019-01-27	08:36:00	obsr943742	S52226623	Traveling	P22	EBIRD	15.0	5.632999999999999		3	1	G3812695	0	0	0		Cell no. 27, 24, 5 Achankovil-Flowing water body present-Invasive species found : Lantana	Was a pretty large flock, seen perching and foraging on and nearby bamboo trees. 	
500	URN:CornellLabOfOrnithology:EBIRD:OBS701763785	2019-01-23 07:01:30.0	29893	species	Common Rosefinch	Carpodacus erythrinus			80				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Kallar, Kerala, IN (8.907, 77.125)	L8473600	P	8.9069073	77.12536949999999	2019-01-17	10:58:00	obsr823445	S51956663	Traveling	P22	EBIRD	15.0	0.64		8	1	G3789172	0	0	0			Seen in two groups feeding on bamboo seeds	
507	URN:CornellLabOfOrnithology:EBIRD:OBS700945889	2019-01-21 03:35:35.0	10075	species	Crimson-fronted Barbet	Psilopogon rubricapillus			1	H 	C2		India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.863, 77.119)	L8467688	P	8.8626334	77.11895720000001	2019-01-18	08:22:00	obsr1217516	S51889150	Traveling	P22	EBIRD_IND	15.0	1.4480000000000002		4	1	G3782684	0	0	0		20 20 06-Survey 2--Dense evergreen forest..Hilly terrain..Thick canopy..clidemia hirta : invasive species present.	Vocals identified	
512	URN:CornellLabOfOrnithology:EBIRD:OBS701760460	2019-01-23 06:29:08.0	29385	species	Forest Wagtail	Dendronanthus indicus			9				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					21,20,9  SHENDURNEY KALLAR	L8475256	P	8.898454199999998	77.1154813	2019-01-19	10:00:00	obsr1226986	S51956326	Traveling	P22	EBIRD	15.0	0.4		8	1	G3788700	0	0	0		21,20,9 SHENDURNEY KALLAR, List 1--Weeds : Lantana camara present,--Flowing stream absent, --Fruiting fig absent,--Dry deciduous forest.	Seen in 5 diffent places 1+3+2+1+2	
519	URN:CornellLabOfOrnithology:EBIRD:OBS702459412	2019-01-25 00:57:55.0	21668	species	Gray-headed Canary-Flycatcher	Culicicapa ceylonensis			12				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					CCF Mukku, Pandimotta (8.832, 77.191)	L8478568	P	8.832265800000002	77.1914618	2019-01-19	09:20:00	obsr1229803	S52012919	Traveling	P22	EBIRD	15.0	2.04		6	1	G3789139	0	0	0		Bird Atlas Survey-Habitat - Higher elevation Montane reed thickets-Weather - cloudy-Observers - Hari Mavelikara, Biju PB, Jishnu R, Jiji Sam, Shiju	Large flock observed	
524	URN:CornellLabOfOrnithology:EBIRD:OBS701371382	2019-01-22 22:22:39.0	26357	species	Ashambu Laughingthrush	Montecincla meridionalis			3				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.829, 77.212)	L8473317	P	8.8294095	77.2118378	2019-01-17	15:36:00	obsr536687	S51923837	Traveling	P22	EBIRD	15.0	0.8		3	1	G3788709	0	0	0			Will add Photos 	
527	URN:CornellLabOfOrnithology:EBIRD:OBS701704271	2019-01-22 22:12:40.0	26357	species	Ashambu Laughingthrush	Montecincla meridionalis			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta, Shendurny Wildlife Sanctuary(8.829, 77.211)	L8475103	P	8.8292702	77.210699	2019-01-19	16:30:00	obsr536687	S51952024	Traveling	P22	EBIRD	15.0	0.5		5	1	G3788656	0	0	0		Bird Atlas Survey-Habitat - Higher elevation Montane reed thickets-Weather - cloudy and windy-Observers - Hari Mavelikara, Biju PB, Jishnu R, Jiji Sam, Shiju	Photo taken	
529	URN:CornellLabOfOrnithology:EBIRD:OBS701704278	2019-01-22 22:12:42.0	26357	species	Ashambu Laughingthrush	Montecincla meridionalis			4				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta, Shendurny Wildlife Sanctuary(8.828, 77.217)	L8475079	P	8.827842599999999	77.2168688	2019-01-20	07:50:00	obsr536687	S51952025	Traveling	P22	EBIRD	15.0	0.3		5	1	G3788657	0	0	0		Bird Atlad Survey-Habitat - Higher elevation Montane reed thickets-Weather - cloudy and windy-Observers - Hari Mavelikara, Biju PB, Jishnu R, Jiji Sam, Shiju	A common species at the location. Photo taken by Biju PB. 	
533	URN:CornellLabOfOrnithology:EBIRD:OBS701518812	2019-01-22 22:12:36.0	26357	species	Ashambu Laughingthrush	Montecincla meridionalis			5				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta Camp Shed(8.827, 77.217)	L8475112	P	8.8274955	77.21718249999999	2019-01-19	15:10:00	obsr447651	S51935137	Traveling	P22	EBIRD	15.0	0.18		5	1	G3788653	0	0	0			Photo taken	
534	URN:CornellLabOfOrnithology:EBIRD:OBS701756054	2019-01-23 05:21:08.0	26357	species	Ashambu Laughingthrush	Montecincla meridionalis			4				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta, SWLS(8.828, 77.217)	L8478582	P	8.827658900000001	77.21695240000001	2019-01-18	15:25:00	obsr536687	S51956013	Traveling	P22	EBIRD	15.0	0.14		2	1	G3789147	0	0	0		Bird Atlas Survey-Habitat - Higher elevation Montane reed thickets-Weather - Sunny-Observers - Hari Mavelikara, Jishnu R	Common at the location	
537	URN:CornellLabOfOrnithology:EBIRD:OBS701755511	2019-01-23 05:13:40.0	26357	species	Ashambu Laughingthrush	Montecincla meridionalis			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Unknown Location - (8.828, 77.217)	L8478576	P	8.827658900000001	77.21695240000001	2019-01-18	17:00:00	obsr536687	S51955975	Traveling	P22	EBIRD	15.0	1.45		6	1	G3789142	0	0	0		Bird Atlas Survey-Habitat - Higher elevation Montane reed thickets-Weather - sunny-Observers - Hari Mavelikara, Biju PB, Jishnu R, Jiji Sam, Shiju	Common sp. at the location	
545	URN:CornellLabOfOrnithology:EBIRD:OBS704588835	2019-01-30 00:42:07.0	26886	species	Nilgiri Flycatcher	Eumyias albicaudatus			2				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Pandimotta - Thalaimala Route (8.821, 77.235)	L8521729	P	8.8209093	77.2350912	2019-01-18	10:40:00	obsr1229803	S52194316	Traveling	P22	EBIRD	15.0	0.27		3	1	G3810837	0	0	0		Bird Atlas Survey in Shendurney Wildlife Sanctuary-Habitat - Higher elevation semi evergreen forests-Weather - Misty and windy-Observers - Hari Mavelikara, Shiju and Jishnu	Photo taken	
549	URN:CornellLabOfOrnithology:EBIRD:OBS701343441	2019-01-22 00:11:42.0	6439	species	River Tern	Sterna aurantia			13				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.927, 77.131)	L8472338	P	8.926692	77.1312063	2019-01-18	10:22:00	obsr1218617	S51921473	Traveling	P22	EBIRD_IND	56.0	8.89		3	1	G3786157	0	0	0			Group of terns resting on a platform in the middle of the reservoir	
553	URN:CornellLabOfOrnithology:EBIRD:OBS701353441	2019-01-22 01:21:37.0	7488	species	Rufous-bellied Eagle	Lophotriorchis kienerii			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Kollam - Punalur - Tenkasi, Kerala, IN (8.962, 77.081)	L8473059	P	8.961548599999999	77.0808048	2019-01-17	09:56:00	obsr1229803	S51922358	Stationary	P21	EBIRD_IND	15.0			3	1	G3786248	0	0	0			Eagle with white upper parts and rufous lower parts.	
556	URN:CornellLabOfOrnithology:EBIRD:OBS701577960	2019-01-22 15:40:07.0	7488	species	Rufous-bellied Eagle	Lophotriorchis kienerii			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Kallar Kerala, IN (8.907, 77.129)	L8474602	P	8.907333300000001	77.1293635	2019-01-19	13:23:00	obsr1226986	S51941370	Stationary	P21	EBIRD	15.0			8	1	G3787750	0	0	0			On flight rufous belly and white head	
557	URN:CornellLabOfOrnithology:EBIRD:OBS701269773	2019-01-22 15:35:41.0	7488	species	Rufous-bellied Eagle	Lophotriorchis kienerii			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Kallar Kerala, IN (8.907, 77.129)	L8474602	P	8.907333300000001	77.1293635	2019-01-19	14:14:00	obsr644989	S51915698	Traveling	P22	EBIRD	15.0	0.52		8	1	G3787745	0	0	0			Seen on flight, rufous belly and white head till belly 	
565	URN:CornellLabOfOrnithology:EBIRD:OBS701760726	2019-01-23 06:31:52.0	7488	species	Rufous-bellied Eagle	Lophotriorchis kienerii			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Kallar, IN (8.903, 77.133)	L8473233	P	8.902533199999999	77.13315300000001	2019-01-18	16:30:00	obsr1226986	S51956365	Traveling	P22	EBIRD	15.0	0.48		8	1	G3788684	0	0	0			Seen on flight... Rufous belly and White progress upto the belly... On flight it suddenly closed its wings towards body and incresed its flying speed... 	
574	URN:CornellLabOfOrnithology:EBIRD:OBS700969694	2019-01-21 07:07:30.0	8384	species	Spot-bellied Eagle-Owl	Bubo nipalensis			1				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					IN (8.913, 77.202)	L8463203	P	8.912599	77.202083	2019-01-18	19:00:00	obsr444518	S51890728	Stationary	P21	EBIRD	15.0			4	1	G3782834	0	0	0		Nocturnal  count.1....day 2	Call observed	
577	URN:CornellLabOfOrnithology:EBIRD:OBS702065898	2019-01-23 21:08:26.0	3728	species	White-rumped Needletail	Zoonavena sylvatica			70				India	IN	Kerala	IN-KL	Kollam	IN-KL-KL					Kallar, Kerala, IN (8.907, 77.129)	L8473383	P	8.90695	77.1293502	2019-01-17	17:14:00	obsr1226991	S51980780	Traveling	P22	EBIRD	15.0	0.24		8	1	G3789181	0	0	0			Got photo,  seen in large group	
584	URN:CornellLabOfOrnithology:EBIRD:OBS696170508	2019-01-19 07:20:56.0	7082	spuh	Ardea sp.	Ardea sp.			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Unnamed Road, Velapuram, Kerala, IN (11.958, 75.36)	L8397111	P	11.956927499999999	75.35895500000001	2019-01-09	07:50:00	obsr1131623	S51489507	Stationary	P21	EBIRD	60.0			2	1	G3744499	0	0	0		Location :Keecheri Vayal(AWC Wetland Assessment)	Grey heron.. not listed	
589	URN:CornellLabOfOrnithology:EBIRD:OBS704927473	2019-01-31 02:18:48.0	24584	species	Ashy Prinia	Prinia socialis			12				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome Road, Ezhome, Kerala, IN (12.032, 75.287)	L8525737	P	12.032252900000001	75.28711990000001	2019-01-30	08:10:00	obsr575664	S52222182	Traveling	P22	EBIRD	15.0	0.1		2	1	G3814975	0	0	0			Verified with experts. Photographed	
591	URN:CornellLabOfOrnithology:EBIRD:OBS704890304	2019-01-31 02:18:16.0	24584	species	Ashy Prinia	Prinia socialis			12				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kannom - Namgalam Road, Ezhome P9, Kerala, IN (12.04, 75.304)	L8528039	P	12.0396224	75.3036604	2019-01-31	08:18:00	obsr944547	S52219522	Traveling	P22	EBIRD	15.0	0.1		2	1	G3814969	0	0	0			Photographed	
593	URN:CornellLabOfOrnithology:EBIRD:OBS699270493	2019-01-16 22:15:45.0	18880	species	Bay-backed Shrike	Lanius vittatus			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.37912850000001	2019-01-14	07:00:00	obsr1010371	S51752060	Traveling	P22	EBIRD_IND	87.0	1.12		5	1	G3766820	1	0	0				
602	URN:CornellLabOfOrnithology:EBIRD:OBS698577702	2019-01-16 00:37:57.0	5372	species	Baillon's Crake	Zapornia pusilla			2				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L5155964	H	12.0399864	75.29924220000001	2019-01-15	06:59:00	obsr669031	S51693194	Traveling	P22	EBIRD_IND	169.0	8.834		2	1	G3763312	1	0	0		Bright sunny morning 	Photo attached	
604	URN:CornellLabOfOrnithology:EBIRD:OBS694604191	2019-01-07 10:18:54.0	5372	species	Baillon's Crake	Zapornia pusilla			4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L2514933	H	12.016666699999998	75.2666667	2019-01-06	16:15:00	obsr464036	S51378924	Traveling	P22	EBIRD	90.0	0.2		2	1	G3735041	1	0	0				
611	URN:CornellLabOfOrnithology:EBIRD:OBS702536459	2019-01-28 00:11:29.0	5786	species	Black-tailed Godwit	Limosa limosa			1600				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Okkara vayal	L4001515	P	12.0558568	75.2665937	2019-01-13	07:00:00	obsr464036	S52019405	Traveling	P22	EBIRD	120.0	0.5		2	1	G3806086	1	0	0		Asian Waterbird Census with Sri.P.C.Rajeevan		
615	URN:CornellLabOfOrnithology:EBIRD:OBS704927436	2019-01-31 02:18:44.0	27110	species	Bluethroat	Luscinia svecica			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome Road, Ezhome, Kerala, IN (12.035, 75.289)	L8525825	P	12.034642999999999	75.2885955	2019-01-30	08:34:00	obsr575664	S52222180	Traveling	P22	EBIRD	15.0	0.1		2	1	G3814974	1	0	0			Photographed	
617	URN:CornellLabOfOrnithology:EBIRD:OBS692663543	2019-01-19 06:31:46.0	29524	species	Blyth's Pipit	Anthus godlewskii			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.37912850000001	2019-01-02	07:25:00	obsr1010371	S51214095	Traveling	P22	EBIRD	95.0	0.6		3	1	G3712176	0	0	0		Paddy field , bushes ....calm and cool morning	Sitting on the electric line	
