	GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	Unnamed: 46
286	URN:CornellLabOfOrnithology:EBIRD:OBS702816252	2019-01-28 11:14:48.0	23901	species	Booted Warbler	Iduna caligata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr452388	S52042976	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	0	0	0				
287	URN:CornellLabOfOrnithology:EBIRD:OBS706515097	2019-02-04 05:47:46.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr1233756	S52363797	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
288	URN:CornellLabOfOrnithology:EBIRD:OBS702953219	2019-01-26 10:56:08.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr731344	S52053855	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
289	URN:CornellLabOfOrnithology:EBIRD:OBS702808311	2019-01-25 21:41:10.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr906960	S52042446	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
290	URN:CornellLabOfOrnithology:EBIRD:OBS702651323	2019-01-31 13:30:23.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar 8th mile	L8492231	P	10.1410844	77.0657397	2019-01-24	06:50:00	obsr452388	S52028497	Traveling	P22	EBIRD	50.0	5.5		5	1	G3795059	0	0	0				
291	URN:CornellLabOfOrnithology:EBIRD:OBS702953478	2019-01-28 10:58:54.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar--Thoovanam View point	L4795061	H	10.2927204	77.17769440000001	2019-01-24	14:15:00	obsr731344	S52053873	Traveling	P22	EBIRD	75.0	3.0		5	1	G3795135	0	0	0				
292	URN:CornellLabOfOrnithology:EBIRD:OBS702667984	2019-01-28 10:58:54.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar--Thoovanam View point	L4795061	H	10.2927204	77.17769440000001	2019-01-24	14:15:00	obsr541737	S52029898	Traveling	P22	EBIRD	75.0	3.0		5	1	G3795135	0	0	0				
293	URN:CornellLabOfOrnithology:EBIRD:OBS702665803	2019-01-28 10:58:54.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar--Thoovanam View point	L4795061	H	10.2927204	77.17769440000001	2019-01-24	14:15:00	obsr452388	S52029692	Traveling	P22	EBIRD	75.0	3.0		5	1	G3795135	0	0	0				
294	URN:CornellLabOfOrnithology:EBIRD:OBS700905654	2019-01-21 06:28:10.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Lakshmi amman Temple, Letchmi estate,KDH -Subcell no -58.29.8	L8467799	P	10.059	77.017	2019-01-20	09:43:00	obsr444880	S51885669	Traveling	P22	EBIRD_IND	15.0	0.44		3	1	G3782593	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -yes--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	Image available	
295	URN:CornellLabOfOrnithology:EBIRD:OBS701364935	2019-01-22 03:08:34.0	23901	species	Booted Warbler	Iduna caligata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Lakshmi amman Temple, Letchmi estate,KDH -Subcell no -58.29.8	L8467799	P	10.059	77.017	2019-01-20	09:43:00	obsr460881	S51923316	Traveling	P22	EBIRD_IND	15.0	0.44		3	1	G3782593	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -yes--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	Image available	
296	URN:CornellLabOfOrnithology:EBIRD:OBS706515047	2019-02-05 13:20:19.0	23901	species	Booted Warbler	Iduna caligata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kanthalloor Panchayat Office area	L8491546	P	10.2153764	77.1941236	2019-01-24	09:28:00	obsr1233756	S52363795	Traveling	P22	EBIRD	170.0	4.5		5	1	G3794970	0	0	0				
297	URN:CornellLabOfOrnithology:EBIRD:OBS706024998	2019-02-04 02:03:18.0	18874	issf	Brown Shrike	Lanius cristatus	Brown Shrike (Philippine)	Lanius cristatus lucionensis	1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar--KDHP Tea Plantations	L1332155	H	10.0814123	77.0656519	2019-01-28	12:55:00	obsr1140018	S52322312	Traveling	P22	EBIRD	150.0	1.0		13	1		0	0	0			Perched on a cable. 	
298	URN:CornellLabOfOrnithology:EBIRD:OBS699069255	2019-01-19 09:24:39.0	9717	species	Chestnut-headed Bee-eater	Merops leschenaulti			15				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Pampadum Shola NP	L2393839	H	10.1476769	77.2595072	2019-01-14	11:45:00	obsr543220	S51734742	Traveling	P22	EBIRD_IND	360.0	3.0		2	1		0	0	0			Flying over to roosting areas in the evening	
299	URN:CornellLabOfOrnithology:EBIRD:OBS693458517	2019-01-13 02:22:06.0	29893	species	Common Rosefinch	Carpodacus erythrinus			30				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Windermere estate Munnar kerala	L4008370	H	10.0564274	77.07051340000001	2019-01-04	06:34:00	obsr188371	S51286096	Traveling	P22	EBIRD	155.0	2.645		2	1	G3719655	0	0	0			Quite common.	
300	URN:CornellLabOfOrnithology:EBIRD:OBS693463748	2019-01-13 02:22:06.0	29893	species	Common Rosefinch	Carpodacus erythrinus			30				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Windermere estate Munnar kerala	L4008370	H	10.0564274	77.07051340000001	2019-01-04	06:34:00	obsr1159040	S51286512	Traveling	P22	EBIRD	155.0	2.645		2	1	G3719655	0	0	0			Quite common.	
301	URN:CornellLabOfOrnithology:EBIRD:OBS701366060	2019-01-24 02:48:06.0	5929	species	Common Sandpiper	Actitis hypoleucos			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Near Mattupptti Dam -Subcell no.60.33.4	L8467140	P	10.1060301	77.12886359999999	2019-01-19	10:09:00	obsr962839	S51923437	Traveling	P22	EBIRD_IND	15.0	0.23		3	1	G3782586	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	White wing patch	
302	URN:CornellLabOfOrnithology:EBIRD:OBS701364891	2019-01-24 02:48:06.0	5929	species	Common Sandpiper	Actitis hypoleucos			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Near Mattupptti Dam -Subcell no.60.33.4	L8467140	P	10.1060301	77.12886359999999	2019-01-19	10:09:00	obsr460881	S51923308	Traveling	P22	EBIRD_IND	15.0	0.23		3	1	G3782586	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	White wing patch	
303	URN:CornellLabOfOrnithology:EBIRD:OBS697863376	2019-01-13 13:04:01.0	5929	species	Common Sandpiper	Actitis hypoleucos			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Pothamedu	L4020118	H	10.059121300000001	77.0692205	2019-01-05	07:30:00	obsr680862	S51633605	Traveling	P22	EBIRD_IND	180.0	6.0		5	1		0	0	0			feeding in the meadows. single bird. pic available	
304	URN:CornellLabOfOrnithology:EBIRD:OBS700906501	2019-01-24 02:48:06.0	5929	species	Common Sandpiper	Actitis hypoleucos			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Near Mattupptti Dam -Subcell no.60.33.4	L8467140	P	10.1060301	77.12886359999999	2019-01-19	10:09:00	obsr444880	S51885745	Traveling	P22	EBIRD_IND	15.0	0.23		3	1	G3782586	0	0	0		Standing Water -yes--Flowing Water -yes--Fruiting Fig -no--Lantana camara -no--Eichhornia crassipes (Water Hyacinth) -no--Salivinia molesta -no--Mikania micrantha -no	White wing patch	
305	URN:CornellLabOfOrnithology:EBIRD:OBS701772106	2019-01-29 09:42:43.0	6975	spuh	cormorant sp.	Phalacrocoracidae sp.			100				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Bamboo Grove Entrance Road, Kumily, Kerala, IN (9.602, 77.168)	L8520491	P	9.599958	77.1623124	2019-01-23	17:21:00	obsr962839	S51957399	Traveling	P22	EBIRD	61.0	0.7559999999999999		4	1		0	0	0				
310	URN:CornellLabOfOrnithology:EBIRD:OBS703455359	2019-02-02 03:59:12.0	24906	species	Golden-headed Cisticola	Cisticola exilis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Uppupara (9.465, 77.091)	L8503048	P	9.4646763	77.0911344	2019-01-27	09:56:00	obsr1181061	S52094076	Incidental	P20	EBIRD				2	0	G3802642	0	0	0			Head brighter, unstreaked nape.	
311	URN:CornellLabOfOrnithology:EBIRD:OBS703329302	2019-02-02 03:59:12.0	24906	species	Golden-headed Cisticola	Cisticola exilis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Uppupara (9.465, 77.091)	L8503048	P	9.4646763	77.0911344	2019-01-27	09:56:00	obsr554559	S52083832	Incidental	P20	EBIRD				2	0	G3802642	0	0	0			Head brighter, unstreaked nape.	
312	URN:CornellLabOfOrnithology:EBIRD:OBS697870450	2019-01-13 13:15:45.0	6914	species	Great Cormorant	Phalacrocorax carbo			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Echo point	L8421551	P	10.1107383	77.1640408	2019-01-05	11:30:00	obsr680862	S51634171	Traveling	P22	EBIRD_IND	90.0	5.0		5	1		0	0	0			Flying on the further shore. pic available	
313	URN:CornellLabOfOrnithology:EBIRD:OBS698942795	2019-01-15 22:46:59.0	3016	issf	Greater Coucal	Centropus sinensis	Greater Coucal (Southern)	Centropus sinensis parroti	1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Munnar-Kumily Hwy -- Devikulam [59,32,1]	L6227130	H	10.0664272	77.0983536	2019-01-06	07:00:00	obsr1107016	S51724453	Traveling	P22	EBIRD	120.0	1.609		2	1		1	0	0				
314	URN:CornellLabOfOrnithology:EBIRD:OBS708261728	2019-02-09 10:08:40.0	3366	species	Great Eared-Nightjar	Lyncornis macrotis			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Periyar Tiger Reserve--Aruviyoda	L3120215	H	9.4933	77.2353	2019-01-26	19:00:00	obsr978649	S52514269	Stationary	P21	EBIRD	15.0			3	1	G3839894	0	0	0				
315	URN:CornellLabOfOrnithology:EBIRD:OBS708261497	2019-02-09 10:09:06.0	3366	species	Great Eared-Nightjar	Lyncornis macrotis			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Periyar Tiger Reserve--Aruviyoda	L3120215	H	9.4933	77.2353	2019-01-26	18:45:00	obsr978649	S52514247	Stationary	P21	EBIRD	15.0			3	1	G3839896	0	0	0			Call observation,'' kheeee yooo''	
316	URN:CornellLabOfOrnithology:EBIRD:OBS708261752	2019-02-09 10:08:40.0	3366	species	Great Eared-Nightjar	Lyncornis macrotis			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Periyar Tiger Reserve--Aruviyoda	L3120215	H	9.4933	77.2353	2019-01-26	19:00:00	obsr1181061	S52514272	Stationary	P21	EBIRD	15.0			3	1	G3839894	0	0	0				
317	URN:CornellLabOfOrnithology:EBIRD:OBS708261894	2019-02-09 10:09:06.0	3366	species	Great Eared-Nightjar	Lyncornis macrotis			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Periyar Tiger Reserve--Aruviyoda	L3120215	H	9.4933	77.2353	2019-01-26	18:45:00	obsr1181061	S52514289	Stationary	P21	EBIRD	15.0			3	1	G3839896	0	0	0			Call observation,'' kheeee yooo''	
318	URN:CornellLabOfOrnithology:EBIRD:OBS701766385	2019-01-31 23:36:53.0	5932	species	Green Sandpiper	Tringa ochropus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr458832	S51956902	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	White rump, black markings on the tail	
319	URN:CornellLabOfOrnithology:EBIRD:OBS701766370	2019-01-31 23:36:53.0	5932	species	Green Sandpiper	Tringa ochropus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr548151	S51956901	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	White rump, black markings on the tail	
320	URN:CornellLabOfOrnithology:EBIRD:OBS706020690	2019-02-03 02:02:37.0	5932	species	Green Sandpiper	Tringa ochropus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr938426	S52322050	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	White rump, black markings on the tail	
321	URN:CornellLabOfOrnithology:EBIRD:OBS701766355	2019-01-31 23:36:53.0	5932	species	Green Sandpiper	Tringa ochropus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					60,30,2	L8478045	P	10.095581	77.04860500000001	2019-01-19	08:57:00	obsr456995	S51956900	Traveling	P22	EBIRD_IND	15.0	0.213		3	1	G3789253	0	0	0		Flowing WB, Lantana	White rump, black markings on the tail	
322	URN:CornellLabOfOrnithology:EBIRD:OBS693622442	2019-01-08 06:20:16.0	7506	species	Greater Spotted Eagle	Clanga clanga			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Idukki WLS--Ulupuni	L4855952	H	9.740933300000002	76.9269304	2019-01-02	11:34:00	obsr452388	S51214645	Traveling	P22	EBIRD	273.0	6.5		3	1	G3712234	1	0	0				
324	URN:CornellLabOfOrnithology:EBIRD:OBS704607183	2019-02-02 03:49:04.0	7842	species	Gray-headed Fish-Eagle	Haliaeetus ichthyaetus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5236,77.2462)	L8521091	P	9.523607	77.246166	2019-01-27	10:56:00	obsr786264	S52195659	Traveling	P22	EBIRD_IND	15.0	2.548		2	1	G3812710	0	0	0			Record short - this is from Senior Odai 	
325	URN:CornellLabOfOrnithology:EBIRD:OBS704353712	2019-02-02 03:49:04.0	7842	species	Gray-headed Fish-Eagle	Haliaeetus ichthyaetus			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5236,77.2462)	L8521091	P	9.523607	77.246166	2019-01-27	10:56:00	obsr468305	S52171916	Traveling	P22	EBIRD_IND	15.0	2.548		2	1	G3812710	0	0	0			Record short - this is from Senior Odai 	
327	URN:CornellLabOfOrnithology:EBIRD:OBS704246027	2019-02-05 01:26:26.0	9135	species	Indian Gray Hornbill	Ocyceros birostris			3				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Periyar, Kerala, IN (9.577, 77.131)	L8509953	P	9.5768211	77.13090629999999	2019-01-26	06:49:00	obsr1181061	S52160589	Stationary	P21	EBIRD_IND	16.0			2	1	G3809782	0	0	0			Found in a coffee plantation	
328	URN:CornellLabOfOrnithology:EBIRD:OBS697870428	2019-01-13 13:15:45.0	459	species	Indian Spot-billed Duck	Anas poecilorhyncha			4				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Echo point	L8421551	P	10.1107383	77.1640408	2019-01-05	11:30:00	obsr680862	S51634171	Traveling	P22	EBIRD_IND	90.0	5.0		5	1		0	0	0			feeding on either shore of echo point. Pic available	
329	URN:CornellLabOfOrnithology:EBIRD:OBS697863388	2019-01-13 13:04:01.0	5871	species	Jack Snipe	Lymnocryptes minimus			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Pothamedu	L4020118	H	10.059121300000001	77.0692205	2019-01-05	07:30:00	obsr680862	S51633605	Traveling	P22	EBIRD_IND	180.0	6.0		5	1		0	0	0			two seen in the meadows near headworks. pic available.	
332	URN:CornellLabOfOrnithology:EBIRD:OBS703940078	2019-01-28 11:14:48.0	1248	species	Jungle Bush-Quail	Perdicula asiatica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr731344	S52133180	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
333	URN:CornellLabOfOrnithology:EBIRD:OBS702816292	2019-01-28 11:14:48.0	1248	species	Jungle Bush-Quail	Perdicula asiatica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr452388	S52042976	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
334	URN:CornellLabOfOrnithology:EBIRD:OBS706515182	2019-02-04 05:47:53.0	1248	species	Jungle Bush-Quail	Perdicula asiatica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr1233756	S52363799	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
335	URN:CornellLabOfOrnithology:EBIRD:OBS703356387	2019-01-28 11:14:48.0	1248	species	Jungle Bush-Quail	Perdicula asiatica			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr541737	S52085650	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
336	URN:CornellLabOfOrnithology:EBIRD:OBS707205948	2019-02-06 01:49:22.0	26356	species	Palani Laughingthrush	Montecincla fairbanki			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Orange Pudav	L8528256	P	9.4860494	77.3770183	2019-01-25	12:14:00	obsr1227055	S52425923	Traveling	P22	EBIRD	15.0	0.24		2	1	G3814840	0	0	0				
337	URN:CornellLabOfOrnithology:EBIRD:OBS704907694	2019-01-30 23:51:51.0	26356	species	Palani Laughingthrush	Montecincla fairbanki			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Orange Pudav	L8528256	P	9.4860494	77.3770183	2019-01-25	12:14:00	obsr535641	S52220844	Traveling	P22	EBIRD	15.0	0.24		2	1	G3814840	0	0	0				
338	URN:CornellLabOfOrnithology:EBIRD:OBS704910353	2019-01-30 23:51:51.0	26356	species	Palani Laughingthrush	Montecincla fairbanki			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Orange Pudav	L8528256	P	9.4860494	77.3770183	2019-01-25	12:14:00	obsr1181061	S52221047	Traveling	P22	EBIRD	15.0	0.24		2	1	G3814840	0	0	0				
339	URN:CornellLabOfOrnithology:EBIRD:OBS702816294	2019-01-28 11:14:48.0	1991	species	Laughing Dove	Streptopelia senegalensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr452388	S52042976	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
340	URN:CornellLabOfOrnithology:EBIRD:OBS703940080	2019-01-28 11:14:48.0	1991	species	Laughing Dove	Streptopelia senegalensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr731344	S52133180	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
341	URN:CornellLabOfOrnithology:EBIRD:OBS706515184	2019-02-04 05:47:53.0	1991	species	Laughing Dove	Streptopelia senegalensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr1233756	S52363799	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
342	URN:CornellLabOfOrnithology:EBIRD:OBS703356389	2019-01-28 11:14:48.0	1991	species	Laughing Dove	Streptopelia senegalensis			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Chinnar Wildlife Sanctuary--Chinnar	L3027183	H	10.3505313	77.22125890000001	2019-01-24	16:05:00	obsr541737	S52085650	Traveling	P22	EBIRD	145.0	5.0		5	1	G3796995	1	0	0				
343	URN:CornellLabOfOrnithology:EBIRD:OBS704555275	2019-01-29 21:40:45.0	29198	species	Long-billed Sunbird	Cinnyris lotenius			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Mistletoe Homestay and Cafe	L8523758	P	10.018108900000001	77.01056	2019-01-30	07:45:00	obsr361037	S52191936	Stationary	P21	EBIRD	25.0			2	1	G3812217	0	0	0				
344	URN:CornellLabOfOrnithology:EBIRD:OBS704555248	2019-01-29 21:40:45.0	29198	species	Long-billed Sunbird	Cinnyris lotenius			5				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Mistletoe Homestay and Cafe	L8523758	P	10.018108900000001	77.01056	2019-01-30	07:45:00	obsr439042	S52191935	Stationary	P21	EBIRD	25.0			2	1	G3812217	0	0	0				
345	URN:CornellLabOfOrnithology:EBIRD:OBS692670441	2019-01-08 06:20:16.0	11654	species	Malabar Parakeet	Psittacula columboides			27				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Idukki WLS--Ulupuni	L4855952	H	9.740933300000002	76.9269304	2019-01-02	11:34:00	obsr452388	S51214645	Traveling	P22	EBIRD	273.0	6.5		3	1	G3712234	0	0	0				
346	URN:CornellLabOfOrnithology:EBIRD:OBS692566886	2019-01-08 06:20:16.0	11654	species	Malabar Parakeet	Psittacula columboides			27				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Idukki WLS--Ulupuni	L4855952	H	9.740933300000002	76.9269304	2019-01-02	11:34:00	obsr645356	S51205264	Traveling	P22	EBIRD	273.0	6.5		3	1	G3712234	0	0	0				
348	URN:CornellLabOfOrnithology:EBIRD:OBS703455611	2019-01-27 11:31:17.0	8589	species	Mottled Wood-Owl	Strix ocellata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kerala, IN (9.463, 77.054)	L8504533	P	9.4628306	77.0539624	2019-01-24	19:18:00	obsr1181061	S52094095	Stationary	P21	EBIRD	15.0			2	1	G3802314	0	0	0			"Nilgiri langur-like ""ubb ubb ubb"" call heard"	
349	URN:CornellLabOfOrnithology:EBIRD:OBS704368990	2019-02-02 04:55:08.0	8589	species	Mottled Wood-Owl	Strix ocellata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5329,77.2609)	L8521354	P	9.532878	77.26094499999999	2019-01-26	06:01:00	obsr1181061	S52173262	Stationary	P21	EBIRD_IND	15.0			2	1	G3810637	0	0	0		Before Sunrise 	Call 	
350	URN:CornellLabOfOrnithology:EBIRD:OBS704368982	2019-02-02 04:55:08.0	8589	species	Mottled Wood-Owl	Strix ocellata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5329,77.2609)	L8521354	P	9.532878	77.26094499999999	2019-01-26	06:01:00	obsr468305	S52173261	Stationary	P21	EBIRD_IND	15.0			2	1	G3810637	0	0	0		Before Sunrise 	Call 	
351	URN:CornellLabOfOrnithology:EBIRD:OBS703416227	2019-01-27 10:10:17.0	8589	species	Mottled Wood-Owl	Strix ocellata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kerala, IN (9.463, 77.054)	L8504533	P	9.4628306	77.0539624	2019-01-24	19:18:00	obsr554559	S52090704	Stationary	P21	EBIRD	15.0			2	1	G3802314	0	0	0			"Nilgiri langur-like ""ubb ubb ubb"" call heard"	
352	URN:CornellLabOfOrnithology:EBIRD:OBS703418011	2019-01-27 10:10:17.0	8589	species	Mottled Wood-Owl	Strix ocellata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Kerala, IN (9.463, 77.054)	L8504533	P	9.4628306	77.0539624	2019-01-24	19:18:00	obsr837710	S52090876	Stationary	P21	EBIRD	15.0			2	1	G3802314	0	0	0			"Nilgiri langur-like ""ubb ubb ubb"" call heard"	
353	URN:CornellLabOfOrnithology:EBIRD:OBS704369035	2019-02-02 04:55:08.0	8589	species	Mottled Wood-Owl	Strix ocellata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5329,77.2607)	L8521355	P	9.532855999999999	77.260693	2019-01-26	05:46:00	obsr468305	S52173277	Stationary	P21	EBIRD_IND	15.0			2	1	G3810638	0	0	0			Call 	
354	URN:CornellLabOfOrnithology:EBIRD:OBS704369038	2019-02-02 04:55:08.0	8589	species	Mottled Wood-Owl	Strix ocellata			2				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5329,77.2607)	L8521355	P	9.532855999999999	77.260693	2019-01-26	05:46:00	obsr1181061	S52173278	Stationary	P21	EBIRD_IND	15.0			2	1	G3810638	0	0	0			Call 	
355	URN:CornellLabOfOrnithology:EBIRD:OBS702971376	2019-02-05 01:33:03.0	8589	species	Mottled Wood-Owl	Strix ocellata			1				India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					(9.5327,77.2614)	L8497754	P	9.532702	77.261439	2019-01-25	06:04:00	obsr468305	S52055441	Stationary	P21	EBIRD_IND	15.0			2	1		0	0	0			Call	
356	URN:CornellLabOfOrnithology:EBIRD:OBS703972909	2019-01-28 12:36:19.0	22221	spuh	nuthatch sp.	Sitta sp.			3	NY	C4	Unknown Sex, Adult (2); Unknown Sex, Juvenile (1)	India	IN	Kerala	IN-KL	Idukki	IN-KL-ID					Karimala - (9.426, 77.037)	L8504594	P	9.4255493	77.0369495	2019-01-25	16:50:00	obsr1181061	S52136033	Stationary	P21	EBIRD	15.0			2	1	G3807565	0	0	0			Nest	
